Points_0,Points_1,Points_2,Points_Magnitude,arc_length,Block Number,Point ID
9.84076,8.85818,4.84017,14.0973,24.2053,6,30
9.55264,9.28806,5.24198,14.3178,24.8605,6,31
-9.55055,9.28719,-5.23932,14.3149,0,7,0
-9.78707,8.52121,-4.94744,13.8879,0.85314,7,1
-9.99048,7.32897,-4.50242,13.1831,2.14189,7,2
-10.1482,6.55279,-4.09146,12.754,3.03419,7,3
-10.391,5.00729,-3.31329,12.001,4.7815,7,4
-10.5387,4.10602,-2.734,11.6361,5.86302,7,5
-10.6682,3.66999,-2.42104,11.5387,6.41515,7,6
-10.7404,3.09533,-1.99599,11.3543,7.13355,7,7
-10.891,1.36593,-0.973455,11.0194,9.14827,7,8
-10.9627,0.718604,-0.490928,10.9972,9.95883,7,9
-10.974,-0.653356,0.459804,11.003,11.628,7,10
-10.9622,-1.12804,0.752218,11.0457,12.1857,7,11
-10.8183,-2.14307,1.42384,11.1201,13.4113,7,12
-10.7299,-3.04427,2.12213,11.3535,14.5548,7,13
-10.5111,-4.53828,3.0536,11.8492,16.3289,7,14
-10.1978,-5.75496,3.96209,12.3618,17.8793,7,15
-9.85026,-7.04087,4.77446,13.0153,19.4396,7,16
-9.66755,-7.47196,5.08219,13.2333,19.9999,7,17
-9.40602,-8.07085,5.58409,13.5939,20.8239,7,18
-8.99387,-8.99491,6.24254,14.1692,22.031,7,19
-8.78115,-9.30438,6.51504,14.3571,22.495,7,20
-8.65261,-9.42778,6.66374,14.4276,22.7271,7,21
-8.20342,-10.0004,7.12413,14.7668,23.5883,7,22
-7.99067,-10.1327,7.35221,14.8518,23.9271,7,23
-7.99874,-10.1339,7.35608,14.8589,0,8,0
-8.03363,-9.90463,7.41538,14.7522,0.239377,8,1
-8.04076,-9.61513,7.46052,14.5864,0.532458,8,2
-8.0315,-9.18036,7.50952,14.324,0.970079,8,3
-8.02377,-9.05636,7.51739,14.2446,1.09457,8,4
-8.05339,-8.12376,7.41706,13.6332,2.03301,8,5
-8.09721,-7.02542,7.37245,13.0106,3.13313,8,6
-8.22809,-6.24063,7.26288,12.6252,3.93627,8,7
-8.35033,-5.54147,7.15357,12.313,4.65441,8,8
-8.38925,-5.34404,7.11195,12.2278,4.85989,8,9
-8.47649,-4.95608,6.99255,12.0544,5.27509,8,10
-8.56708,-4.48448,6.83861,11.8436,5.77937,8,11
-8.74627,-3.76928,6.62643,11.6023,6.5466,8,12
-9.06826,-2.6675,6.11743,11.2593,7.80226,8,13
-9.39207,-1.70027,5.64993,11.0916,8.92429,8,14
-9.59982,-0.968442,5.15365,10.9387,9.8326,8,15
-10.1044,0.52608,4.14166,10.9329,11.7067,8,16
-10.1882,0.947064,3.78129,10.9085,12.2672,8,17
-10.5898,1.97053,2.89255,11.1532,13.6809,8,18
-10.6501,2.153,2.74399,11.2067,13.9238,8,19
-10.6935,2.39489,2.49516,11.2389,14.2735,8,20
-10.8258,3.14109,1.76722,11.41,15.3243,8,21
-10.8959,3.88793,0.954907,11.6081,16.43,8,22
-10.9689,4.5665,0.260417,11.8843,17.4037,8,23
-10.8404,5.14952,-0.491413,12.0114,18.3638,8,24
-10.7532,6.19574,-1.74744,12.5329,20.0008,8,25
-10.6966,6.52437,-2.23944,12.7279,20.5951,8,26
-10.4607,7.36024,-3.20148,13.1852,21.8912,8,27
-10.3109,7.75591,-3.73892,13.4331,22.5752,8,28
-10.102,8.18796,-4.23263,13.6751,23.2637,8,29
-9.84076,8.85818,-4.84017,14.0973,24.2053,8,30
-9.55264,9.28806,-5.24198,14.3178,24.8605,8,31
